column_a,column_b,column_c,column_d,column_e,column_f,label
-492,-364,-3018,185,72,-199,4
-473,-364,-3028,77,211,-167,4
-472,-352,-3161,-22,355,-145,4
-377,-198,-2021,-45,167,-25,4
-272,-227,-302,173,-413,-49,4
-3,-5,-14,24,35,-4,4
-7,-2,-26,22,41,-3,4
-7,-1,-46,22,44,-2,4
-9,1,-48,19,52,0,4
-6,2,-31,17,56,3,4
-4,1,-36,20,61,3,4
-6,0,-63,30,65,1,4
-50,-31,-371,-12,-50,-44,4
-27,-28,-359,-2,5,-45,4
-31,-31,-526,27,81,-89,4
-69,-52,-1008,27,182,-192,4
-100,-35,-1421,-23,272,-220,4
-162,-6,-1831,-115,285,-197,4
-240,-4,-2233,-153,274,-248,4
-80,13,-564,-48,63,-21,4
10,-13,-57,70,11,17,4
15,11,-87,43,28,11,4
23,29,-108,19,41,11,4
12,18,-125,37,16,9,4
-238,229,-735,-824,-725,-9,4
36,-8,-1384,-101,-161,-59,4
17,-8,-1344,-137,-190,-88,4
4,7,-1230,-166,-199,-91,4
-1,10,-1221,-169,-216,-83,4
36,-8,-1384,-101,-161,-59,4
4,7,-1230,-166,-199,-91,4
-1,10,-1221,-169,-216,-83,4
36,-8,-1384,-101,-161,-59,4
17,-8,-1344,-137,-190,-88,4
4,7,-1230,-166,-199,-91,4
2,-47,-604,119,26,-18,4
20,-65,-860,143,-16,-25,4
86,-105,-1622,134,-11,-20,4
166,-155,-2542,143,-32,-35,4
207,-186,-2966,153,-44,-26,4
213,-188,-2958,148,-50,-24,4
213,-189,-2929,133,-35,-22,4
210,-183,-2795,115,-29,-11,4
210,-184,-2792,113,-29,-12,4
210,-184,-2788,113,-29,-11,4
210,-183,-2785,112,-29,-11,4
210,-183,-2781,112,-29,-11,4
210,-184,-2788,113,-29,-11,4
210,-183,-2785,112,-29,-11,4
210,-183,-2781,112,-29,-11,4
16,-39,-170,-20,-116,17,4
17,-32,-165,-32,-101,15,4
23,-29,-156,-45,-91,11,4
24,-34,-169,-38,-93,10,4
24,-36,-164,-36,-96,12,4
29,-37,-177,-39,-86,10,4
28,-42,-224,-41,-74,8,4
87,-117,-2112,154,81,-150,4
-28,12,151,-49,18,27,4
18,2,6,26,45,-6,4
36,16,-61,-33,52,-5,4
-35,24,-54,-22,-12,5,4
-6,15,-130,95,12,-7,4
-4,12,-135,115,31,-10,4
-10,18,-163,108,22,-11,4
29,-19,-178,-71,-70,-8,4
37,-33,-216,-64,-74,-1,4
36,-39,-208,-32,-72,7,4
31,-38,-196,-28,-71,7,4
33,-37,-216,-33,-46,1,4
36,-36,-195,-36,-37,2,4
35,-37,-201,-36,-45,2,4
-29,6,-155,72,116,-15,4
-29,5,-142,77,115,-20,4
-23,-4,-125,89,106,-21,4
-1,-25,-629,156,247,-21,4
4,-45,-1387,229,402,-43,4
2,9,-81,71,39,-7,4
2,7,-85,75,34,-1,4
1,11,-106,87,42,-4,4
59,-59,-332,27,-50,20,4
45,-71,-316,62,-79,25,4
38,-64,-284,63,-78,32,4
10,-75,-244,108,-136,48,4
44,-38,-293,-17,-75,7,4
86,-45,-469,-52,-92,0,4
87,-86,-655,-9,-193,21,4
216,-44,0,48,299,1,4
99,-39,56,45,135,-1,4
84,-48,22,68,116,-1,4
85,-29,5,36,122,-7,4
31,3,13,-10,50,-7,4
10,3,6,-4,27,-3,4
8,-12,0,15,21,-2,4
-9,4,-12,-9,-2,-3,4
322,-338,-3195,280,-64,-34,4
328,-360,-3224,291,-74,-30,4
331,-367,-3281,286,-78,-27,4
337,-364,-3292,290,-78,-34,4
351,-368,-3348,282,-62,-31,4
192,254,418,194,381,61,4
-11,-18,9,74,-4,2,4
10,3,6,-4,27,-3,4
8,-12,0,15,21,-2,4
-9,4,-12,-9,-2,-3,4
-11,-18,9,74,-4,2,4
10,3,6,-4,27,-3,4
8,-12,0,15,21,-2,4
-9,4,-12,-9,-2,-3,4
-11,-18,9,74,-4,2,4
16,-2,-39,-18,-15,-15,4
38,-18,-209,-45,-56,-10,4
49,-19,-233,-23,-21,-9,4
54,-22,-261,-16,-25,-6,4
51,-19,-250,-22,-21,-7,4
45,-25,-256,-8,-55,0,4
43,-46,-302,35,-76,6,4
227,-141,-1619,-130,-492,18,4
205,-147,-1627,-68,-487,19,4
204,-154,-1738,-76,-498,35,4
241,-175,-2043,-110,-576,47,4
217,-155,-2088,-100,-568,51,4
182,-141,-2080,-42,-508,51,4
211,-165,-2305,-43,-567,30,4
58,17,8,-26,79,-6,4
-25,-13,-199,18,-34,-10,4
-28,-20,-210,37,-59,-1,4
-45,-24,-559,122,-98,-25,4
-43,-52,-1337,237,-95,-88,4
-49,-98,-2176,282,-126,-128,4
-56,-154,-3051,307,-182,-162,4
-119,-173,-3557,273,-358,-91,4
-14,6,2,-14,-25,2,4
-16,7,5,-14,-28,2,4
-21,7,14,-17,-35,2,4
-13,2,9,-7,-23,2,4
-7,-2,9,-2,-14,2,4
-21,7,14,-17,-35,2,4
-13,2,9,-7,-23,2,4
-7,-2,9,-2,-14,2,4
353,-169,-3617,324,-265,47,4
337,-170,-3261,300,-243,54,4
218,-22,-17,38,476,3,4
111,-43,-5,53,201,8,4
60,-26,90,34,75,2,4
111,-43,-5,53,201,8,4
60,-26,90,34,75,2,4
-9,1,3,-5,-18,2,4
-9,1,3,-5,-18,2,4
-5,1,6,-3,-13,2,4
-4,2,9,-4,-8,3,4
2,1,8,-4,1,2,4
2,-1,11,-1,0,2,4
5,-2,14,-1,3,2,4
9,-4,8,4,11,2,4
3,-9,-32,-12,-24,4,4
8,-18,-150,-4,13,-2,4
1,-25,-169,-7,-21,5,4
1,16,-4,-28,-3,3,4
-9,7,-1,-13,-17,2,4
-15,2,4,-5,-25,1,4
-11,-6,2,6,-21,2,4
-19,-1,12,-1,-32,1,4
-18,5,12,-11,-30,2,4
-7,6,3,-12,-13,2,4
1,-4,-5,4,3,2,4
1,-3,-4,2,3,2,4
1,-3,-6,2,5,2,4
1,-3,-6,4,2,1,4
1,-4,-6,5,2,1,4
52,-4,-222,52,-39,9,4
48,-5,-203,52,-37,16,4
19,13,-109,-11,-30,-11,4
24,3,-87,-5,-11,-1,4
23,7,-75,-6,-13,-1,4
19,7,-85,-9,-16,-1,4
41,10,-273,-19,33,-9,4
-5,-4,-4,-2,-5,1,4
-6,-4,-2,0,-9,1,4
-39,-13,-193,-25,-26,11,4
-33,-6,-193,-50,-12,13,4
-29,-3,-195,-56,-7,10,4
-14,-4,-74,19,-41,2,4
3,-12,-207,7,37,5,4
4,-20,-406,63,68,1,4
112,115,-1744,476,-13,149,4
105,197,-2387,605,-171,135,4
97,276,-2781,620,-238,144,4
119,354,-3089,567,-232,161,4
142,438,-3235,536,-250,201,4
-47,-59,-844,747,85,244,4
-119,-37,126,129,-170,-6,4
3,-12,-207,7,37,5,4
-119,-37,126,129,-170,-6,4
3,-12,-207,7,37,5,4
23,7,-75,-6,-13,-1,4
23,7,-75,-6,-13,-1,4
-119,-37,126,129,-170,-6,4
23,7,-75,-6,-13,-1,4
23,7,-75,-6,-13,-1,4
2,2,26,2,1,-1,4
-1,3,1,-7,9,2,4
-1,2,-3,1,9,0,4
1,4,-5,-2,10,1,4
1,4,-3,-2,10,-3,4
-6,16,-29,-16,20,12,4
-7,12,-17,-13,21,8,4
-20,16,-51,-2,24,5,4
-13,16,-45,-1,42,12,4
-9,17,-53,-4,49,12,4
-9,19,-54,-11,51,12,4
-8,22,-52,-16,55,26,4
0,0,-9,-14,-11,-4,4
0,-1,-3,-9,-11,-1,4
1,4,3,-18,-15,-2,4
1,3,-3,-16,-12,0,4
3,1,8,-4,-8,-2,4
-20,70,-843,-156,289,49,4
-64,84,-1627,-127,464,51,4
-168,107,-2135,-172,406,32,4
-262,98,-2542,-131,305,-13,4
-389,91,-2757,-107,114,-55,4
-262,98,-2542,-131,305,-13,4
-389,91,-2757,-107,114,-55,4
7,-10,-179,-11,18,4,4
7,-8,-176,-13,18,1,4
7,-10,-179,-11,18,4,4
7,-8,-176,-13,18,1,4
8,-8,-180,-14,21,1,4
8,-10,-179,-13,21,3,4
7,-10,-179,-11,18,4,4
7,-8,-176,-13,18,1,4
8,-8,-180,-14,21,1,4
8,-10,-179,-13,21,3,4
7,-9,-169,-12,19,4,4
6,-9,-165,-13,18,4,4
7,-10,-170,-13,18,6,4
-2,-6,-133,-40,-8,-18,4
-5,-6,-134,-54,-10,-23,4
-9,0,-201,-70,-6,-25,4
6,-9,-165,-13,18,4,4
7,-10,-170,-13,18,6,4
-2,-6,-133,-40,-8,-18,4
-5,-6,-134,-54,-10,-23,4
-9,0,-201,-70,-6,-25,4
-7,-2,4,6,-8,1,4
-8,-1,-7,8,-12,-1,4
-9,-3,-17,6,-14,-1,4
-10,-2,-5,5,-14,-1,4
-9,-2,-16,9,-19,-1,4
-8,-3,-9,7,-7,0,4
-2,-6,-133,-40,-8,-18,4
-5,-6,-134,-54,-10,-23,4
-9,0,-201,-70,-6,-25,4
-16,-5,-270,-97,-3,-26,4
-33,-13,-526,-114,39,-47,4
-883,-260,-3451,-175,-434,21,4
-851,-235,-2973,-102,-506,8,4
-130,4,-405,32,260,-38,4
37,22,-91,-74,82,-8,4
0,0,19,2,-5,2,4
1,-2,14,5,-1,2,4
1,1,3,1,-1,2,4
-6,-1,-15,0,-7,0,4
-7,-2,4,6,-8,1,4
-8,-1,-7,8,-12,-1,4
-9,-3,-17,6,-14,-1,4
-10,-2,-5,5,-14,-1,4
-9,-2,-16,9,-19,-1,4
-8,-3,-9,7,-7,0,4
-2,-6,-133,-40,-8,-18,4
-5,-6,-134,-54,-10,-23,4
-9,0,-201,-70,-6,-25,4
-16,-5,-270,-97,-3,-26,4
-33,-13,-526,-114,39,-47,4
-2,0,15,0,-2,2,4
0,-1,-4,1,-1,2,4
-1,-1,2,1,1,2,4
-1,1,-5,-3,-4,2,4
1,-2,-4,3,-2,2,4
-1,-1,-3,1,-1,2,4
1,0,-2,-1,2,1,4
0,1,-4,-4,-1,1,4
1,0,0,-1,0,1,4
18,2,-112,14,-20,4,4
25,10,-93,-6,-7,0,4
36,2,-122,10,12,5,4
33,0,-108,21,7,8,4
3,-2,-13,2,11,4,4
4,-3,-17,1,9,3,4
25,10,-93,-6,-7,0,4
36,2,-122,10,12,5,4
33,0,-108,21,7,8,4
3,-2,-13,2,11,4,4
4,-3,-17,1,9,3,4
-1,-2,-14,-3,-3,2,4
4,-5,-46,5,6,9,4
6,-12,-112,15,-3,15,4
6,-10,-35,9,3,5,4
8,-6,-7,-18,1,-11,4
448,-73,-3234,313,-169,52,4
460,-65,-3277,307,-169,23,4
462,-59,-3275,285,-183,17,4
460,-41,-3226,250,-205,23,4
-198,68,-491,-381,-459,38,4
-3,3,10,-2,-5,2,4
-1,-1,-2,4,0,3,4
-2,1,0,0,-5,2,4
1,-1,2,5,1,2,4
-2,1,0,1,-4,2,4
-1,0,7,2,-5,2,4
-2,1,8,1,-1,2,4
-1,1,3,1,-2,2,4
1,-1,-6,3,4,1,4
-3,2,-3,-5,-9,3,4
3,-1,-5,5,2,3,4
3,0,-10,5,4,3,4
5,0,-19,2,6,3,4
3,1,-12,0,6,2,4
4,-6,-17,17,2,6,4
-8,5,-8,-11,-13,2,4
-6,2,-6,-6,-9,2,4
-6,2,1,-6,-9,1,4
-2,-2,-21,-7,-1,2,4
-1,-2,2,-4,1,1,4
-2,0,-6,-8,-1,2,4
-1,-2,-7,-2,2,2,4
0,-1,-2,-3,5,1,4
-1,-2,2,-6,2,1,4
1,-1,-24,-5,4,2,4
206,-344,-2325,-287,-499,51,4
205,-345,-2323,-287,-501,52,4
205,-344,-2319,-284,-498,52,4
205,-343,-2316,-285,-499,51,4
205,-343,-2315,-284,-499,51,4
-2,0,-7,0,-6,2,4
-1,0,-3,0,-3,3,4
-1,2,15,1,-6,2,4
-1,1,11,0,-3,2,4
-1,-1,-7,5,7,1,4
-1,-1,-12,-2,6,2,4
-1,0,-6,-5,6,2,4
-2,1,-3,-5,0,3,4
-2,0,0,-1,1,1,4
0,1,1,-4,4,2,4
0,-1,-2,-3,5,2,4
-2,-11,-73,-4,54,-9,4
-1,-4,-13,8,-4,1,4
-1,-2,-11,4,-4,1,4
-4,-6,-11,14,-8,1,4
-6,-7,-10,14,-15,1,4
-5,-4,-3,8,-12,1,4
-4,-3,11,5,-12,1,4
-2,-10,-32,14,-11,2,4
0,-7,-25,9,-6,0,4
-5,-15,-72,25,-20,-5,4
0,-10,-53,11,1,-1,4
-2,-7,-35,12,-12,-1,4
2,-7,-43,13,2,-4,4
2,-6,-17,9,-5,-1,4
-429,-348,-2652,118,-35,-106,4
-424,-328,-2761,19,52,-21,4
-489,-342,-2943,-30,76,-22,4
-480,-319,-2992,-132,170,5,4
-497,-297,-2955,-199,169,20,4
-2,-1,-9,-1,3,1,4
-1,0,-11,-3,4,3,4
4,-1,-3,0,18,1,4
2,1,-6,-8,10,2,4
-2,4,-9,-5,-1,1,4
-18,-7,-55,-5,6,2,4
-18,-6,-55,-6,4,4,4
-19,-4,-61,-14,2,4,4
-20,-18,-313,-20,11,-1,4
-36,-35,-701,-53,133,-9,4
-86,-45,-931,-94,100,-15,4
10,-9,36,19,9,-5,4
3,0,-9,-2,2,1,4
4,1,-24,-4,4,0,4
3,2,-3,-3,1,1,4
1,0,0,4,-1,2,4
-1,1,4,0,-3,2,4
0,0,4,0,1,3,4
-9,-2,-11,-2,-3,3,4
-5,-3,-12,-1,2,3,4
-2,-1,-9,-1,3,1,4
-1,0,-11,-3,4,3,4
4,-1,-3,0,18,1,4
2,1,-6,-8,10,2,4
-2,4,-9,-5,-1,1,4
-18,-7,-55,-5,6,2,4
-18,-6,-55,-6,4,4,4
-19,-4,-61,-14,2,4,4
-20,-18,-313,-20,11,-1,4
-36,-35,-701,-53,133,-9,4
3,0,-9,-2,2,1,4
4,1,-24,-4,4,0,4
3,2,-3,-3,1,1,4
3,1,-6,-1,1,1,4
1,-1,-5,-2,-4,1,4
5,1,-19,-7,2,0,4
3,-1,-17,1,-4,1,4
4,0,-10,0,-1,1,4
7,-8,-171,6,9,2,4
8,-11,-178,17,18,3,4
7,-11,-172,6,7,1,4
9,-12,-191,18,16,2,4
6,-11,-136,15,10,2,4
5,-11,-135,16,10,3,4
6,-11,-136,17,10,3,4
0,1,-16,3,1,4,4
-2,2,18,1,-3,2,4
-1,-1,-2,3,-1,2,4
-2,2,12,0,-3,3,4
-1,0,3,1,-3,1,4
-1,0,-4,3,-4,2,4
-2,2,10,1,-1,1,4
2,-2,8,5,6,2,4
0,0,5,-2,1,2,4
1,0,5,3,0,2,4
1,0,3,2,0,3,4
17,11,-125,-6,-25,-1,4
33,5,-141,2,2,1,4
16,-6,-58,17,-5,4,4
18,1,-65,3,-9,4,4
18,-1,-66,13,-11,4,4
12,-5,-45,9,7,4,4
18,-2,-65,26,-3,7,4
6,-10,-13,7,4,2,4
-7,-6,4,3,-6,2,4
0,-7,-13,9,0,2,4
8,-11,-7,13,12,3,4
1,-4,2,0,3,1,4
305,-30,-2303,225,-125,88,4
128,54,-68,-88,96,-8,4
99,34,32,-39,160,1,4
85,-1,-14,1,123,2,4
60,-19,13,23,77,1,4
41,-31,6,44,53,2,4
27,-31,4,41,34,2,4
0,-2,-2,3,2,2,4
3,1,-7,-7,6,2,4
3,1,-2,-5,4,0,4
4,1,6,-4,6,2,4
14,7,-45,-13,-16,-4,4
12,5,-42,-8,-13,-3,4
13,8,-63,-13,-9,-1,4
6,9,-58,-18,-22,-4,4
0,0,-149,12,-12,6,4
7,3,-160,10,4,4,4
6,1,-159,9,4,2,4
34,2,-488,107,-27,21,4
88,4,-1120,283,-89,47,4
156,3,-1995,531,-174,67,4
191,88,-2460,462,-244,71,4
5,1,-10,-5,2,0,4
16,4,-44,-2,-2,-1,4
14,4,-54,-5,-7,1,4
12,5,-53,-6,-6,2,4
11,5,-39,-4,-7,1,4
10,2,-41,-1,-11,2,4
10,4,-30,-1,-11,1,4
10,2,-47,3,-11,2,4
8,13,-178,-17,10,2,4
38,26,-349,21,39,11,4
129,49,-969,155,103,38,4
212,65,-1654,306,118,62,4
260,107,-2306,377,40,45,4
273,199,-2718,258,-54,46,4
317,242,-2950,231,-25,16,4
-1,2,-2,4,-6,3,4
-2,2,-6,1,-8,2,4
0,0,-9,4,-4,1,4
-1,2,-13,4,-4,4,4
1,0,5,7,0,2,4
-1,1,-10,2,-3,4,4
1,1,4,4,0,2,4
1,1,-9,3,0,2,4
7,0,-51,27,-17,13,4
7,0,-58,24,-19,6,4
7,3,-48,20,-14,7,4
8,3,-40,15,-15,4,4
7,3,-35,20,-13,7,4
9,5,-45,14,-15,6,4
7,1,-33,19,-15,4,4
1,0,11,-1,9,1,4
0,0,-4,-4,4,2,4
-1,-1,7,-1,2,2,4
-2,1,-5,-5,-3,2,4
0,0,2,-3,3,2,4
0,1,2,-4,3,1,4
0,0,1,-4,1,2,4
-62,30,-48,-40,-87,0,4
-36,24,-25,-35,-40,3,4
-43,25,-6,-38,-48,1,4
-14,13,-18,-21,-9,0,4
-4,10,-20,-16,9,2,4
-22,19,10,-46,-28,4,4
-14,13,-20,-27,-10,1,4
0,-1,-5,-10,13,1,4
-4,10,-20,-16,9,2,4
-22,19,10,-46,-28,4,4
-14,13,-20,-27,-10,1,4
0,-1,-5,-10,13,1,4
-2,-1,-6,-5,4,2,4
-1,-2,-16,-4,1,2,4
-2,-3,-6,-4,1,2,4
-1,-3,-11,-4,3,1,4
5,-18,-138,26,15,-7,4
5,-19,-140,27,16,-7,4
5,-18,-140,27,16,-7,4
4,-18,-138,26,15,-7,4
4,-18,-138,26,15,-7,4
4,-18,-139,26,15,-7,4
5,-18,-138,26,16,-7,4
-1,0,-6,2,2,3,4
-2,3,-3,2,-8,4,4
-2,-1,-4,8,-10,4,4
1,0,-7,3,-4,9,4
3,1,-10,5,2,3,4
2,4,-45,-5,-25,-3,4
5,4,-31,2,-34,-2,4
7,4,-32,6,-28,1,4
4,1,-41,7,-33,0,4
2,0,-30,11,-31,6,4
6,0,-35,11,-27,0,4
6,2,-29,10,-22,6,4
0,0,1,-2,4,2,4
-2,1,17,-2,-1,2,4
1,-1,-10,-1,1,1,4
-2,0,-7,-5,-1,1,4
0,0,2,-3,3,1,4
-2,2,10,-6,1,2,4
11,0,-45,12,-7,4,4
0,-1,-37,-9,-4,3,4
-3,-1,-2,-6,-1,1,4
5,-6,-18,1,9,2,4
5,-5,-14,1,10,1,4
-4,-1,0,-3,0,2,4
-5,-1,-7,-5,-5,2,4
0,-2,-13,-5,5,2,4
3,-16,-185,9,22,-5,4
3,-16,-178,9,11,-5,4
3,-14,-144,17,19,-3,4
3,-15,-150,10,15,-6,4
1,1,-14,4,-3,3,4
1,1,-4,6,-1,3,4
0,1,-1,7,0,8,4
0,1,-11,6,-2,4,4
1,2,-2,1,-2,2,4
1,-1,-4,8,2,4,4
-1,-1,-6,6,-3,4,4
9,3,-28,-1,-16,-2,4
10,5,-45,0,-13,1,4
10,4,-31,-1,-12,1,4
10,3,-38,3,-11,1,4
8,5,-27,-1,-16,2,4
10,1,-31,8,-7,6,4
9,3,-16,0,-6,0,4
-1,1,-3,-1,0,2,4
8,5,-24,1,-1,3,4
9,1,-12,5,4,3,4
6,-9,-17,13,19,-2,4
4,-5,-6,2,17,1,4
-5,-2,2,-5,-3,1,4
4,-5,-6,2,17,1,4
0,-3,0,-2,4,2,4
-1,3,-10,-14,6,1,4
7,5,-21,-18,14,2,4
7,1,-17,-8,16,1,4
7,-16,-138,29,23,-3,4
6,-15,-131,28,21,-4,4
6,-15,-128,29,18,-2,4
6,-16,-133,32,19,0,4
6,-16,-133,32,19,0,4
-1,-1,-1,-1,5,3,4
-4,-1,0,1,0,3,4
-1,0,1,-1,2,1,4
1,0,-3,2,5,4,4
-2,1,-4,1,-3,4,4
-1,-2,-9,3,-1,3,4
4,1,-45,10,-21,7,4
4,-2,-38,14,-26,4,4
0,-5,-49,21,-34,8,4
-1,-7,-42,23,-32,7,4
1,-6,-21,21,-31,7,4
10,-2,-27,11,-4,5,4
7,1,-40,5,-14,5,4
9,-1,-35,10,-7,7,4
12,0,-34,6,0,6,4
3,-1,-7,7,6,5,4
3,4,-45,-1,-21,2,4
8,7,-58,-3,-28,0,4
11,6,-35,-3,-14,-2,4
12,4,-56,-2,-12,0,4
11,3,-46,4,-7,4,4
24,6,-40,-4,20,4,4
20,5,-39,-5,16,2,4
19,3,-40,0,18,5,4
18,1,-34,2,18,5,4
-12,4,-23,15,43,31,4
35,-32,-1,115,-23,22,4
25,-29,1,49,8,7,4
-8,2,-12,-8,-11,2,4
-4,0,-6,-2,-2,2,4
-4,0,-2,0,-3,1,4
-2,-1,0,0,1,3,4
-2,-1,-3,0,4,2,4
-10,-2,-33,-7,17,4,4
-12,1,-35,-8,14,4,4
-12,-1,-39,-9,8,5,4
-12,0,-42,-10,12,5,4
-15,0,-26,-12,7,5,4
-12,-4,-20,-4,11,5,4
-13,-1,-30,-10,12,6,4
-203,-57,-771,138,-188,-9,4
-241,-72,-996,174,-171,-20,4
-254,-76,-1358,170,-44,-20,4
-253,-69,-1582,136,48,-27,4
-261,-65,-1615,106,58,-36,4
1,-1,-2,5,1,3,4
-2,2,14,0,-3,3,4
-3,-1,-10,3,2,2,4
-3,-2,-6,4,7,1,4
-4,0,-16,0,0,2,4
-4,-1,-18,1,3,1,4
-4,1,4,-3,2,4,4
-2,0,-12,-2,4,4,4
-3,2,2,-4,2,3,4
-1,0,-11,-1,8,3,4
-2,-1,-7,-1,6,3,4
-10,-4,-37,-1,13,1,4
-11,-4,-31,0,10,0,4
-11,-2,-28,-5,12,0,4
-11,-6,-38,0,14,1,4
-5,-1,-16,-3,-7,3,4
-2,1,7,0,2,1,4
-132,-48,-496,63,-110,-1,4
-101,-47,-445,80,-72,-7,4
-79,-43,-417,79,-20,-11,4
-107,-45,-413,70,-101,-12,4
-68,-35,-355,66,-23,-9,4
-81,-37,-345,44,-52,-9,4
-68,-39,-358,58,-34,-11,4
-52,-30,-332,49,-16,-7,4
-9,1,-11,-10,-12,2,4
-14,7,-6,-16,-18,1,4
-9,6,-9,-14,-12,1,4
-6,3,-11,-9,-8,1,4
-8,3,-8,-9,-11,2,4
6,-6,-66,-40,12,5,4
15,-5,-112,-48,46,-2,4
14,-7,-179,-44,71,-18,4
13,-8,-182,-37,59,-21,4
7,-1,-72,62,39,18,4
106,-149,-8,230,59,33,4
89,-64,-4,128,49,-24,4
115,-22,30,12,146,3,4
102,-37,-8,34,131,4,4
73,-37,10,49,89,2,4
59,-32,3,34,76,2,4
-9,4,-9,-11,-11,2,4
-5,4,-5,-11,-6,1,4
-1,2,-5,-8,-1,1,4
1,-1,-5,-4,2,2,4
-2,1,27,3,-3,-2,4
-2,1,27,3,-3,-2,4
-1,0,19,5,-1,-2,4
-1,0,20,5,-1,-3,4
-1,-1,15,5,1,-3,4
-2,2,27,4,-3,-3,4
-1,0,19,6,0,-2,4
-1,1,18,0,-2,-3,4
0,6,-2,-2,-2,-3,4
5,0,-2,7,6,-3,4
1,-2,4,9,3,-3,4
-2,1,-1,7,1,-3,4
-5,4,9,0,-6,-3,4
-3,4,-3,1,-3,-3,4
-2,3,4,1,-1,-4,4
-11,-35,1,45,-28,-2,4
38,4,-6,-3,49,-10,4
39,3,6,1,47,-3,4
44,-22,17,28,49,-3,4
55,-34,2,51,70,-2,4
39,-9,21,18,52,-3,4
23,16,18,-12,34,-3,4
1,-1,-4,4,3,-3,4
1,1,1,2,4,-4,4
2,-1,1,3,4,-3,4
-1,0,2,2,-2,-3,4
1,-3,-5,4,1,-3,4
-1,1,3,-1,-2,-3,4
1,1,3,2,3,-4,4
-1,1,1,-1,-1,-3,4
-21,-1,7,11,-28,-5,4
0,-15,16,28,-2,-3,4
15,-1,1,10,23,-3,4
13,6,0,-3,18,-3,4
4,-3,8,11,8,-3,4
-10,0,-3,7,-12,-3,4
-7,7,4,-6,-9,-3,4
0,1,-2,4,2,-3,4
1,1,1,1,0,-4,4
4,-2,-5,6,6,-3,4
2,-1,8,4,3,-3,4
-1,2,2,2,2,-3,4
4,-2,-5,6,6,-3,4
2,-1,8,4,3,-3,4
-1,2,2,2,2,-3,4
-3,2,-11,3,-2,-3,4
-4,5,11,-3,-5,-2,4
-1,1,17,4,1,-3,4
-3,2,5,3,-3,-3,4
0,2,11,3,2,-3,4
1,1,-1,6,0,-3,4
0,1,6,1,-1,-3,4
1,2,5,1,1,-3,4
1,2,-2,0,1,-3,4
-2,2,11,2,-1,-3,4
-1,2,9,1,-5,-3,4
-1,1,6,5,-3,-4,4
-2,1,5,3,-5,-4,4
-1,2,4,0,-6,-3,4
2,2,-1,3,-1,-3,4
-84,85,-41,-114,-114,-6,4
-120,14,-13,-17,-157,-6,4
-91,-4,-19,5,-122,-6,4
-45,18,-28,-18,-57,-4,4
-43,29,-4,-37,-57,-5,4
-26,5,4,-2,-35,-5,4
-1,-22,-13,28,-6,-4,4
4,-7,-6,11,5,-4,4
4,-5,-4,7,4,-3,4
3,-2,4,3,4,-3,4
1,0,3,2,4,-4,4
3,-2,4,3,4,-3,4
1,0,3,2,4,-4,4
-2,3,3,-2,-1,-3,4
-2,3,3,-2,-1,-3,4
-2,1,17,2,-1,-4,4
-15,7,4,-7,-21,-4,4
-15,4,3,-5,-20,-3,4
-11,5,6,-4,-16,-4,4
-9,5,-2,-3,-11,-4,4
-12,8,12,-11,-16,-3,4
-9,6,7,-6,-13,-4,4
-9,3,10,-1,-13,-4,4
-1,0,4,0,-7,-4,4
4,0,-2,3,-1,-4,4
2,2,-4,-3,-6,-4,4
3,1,-9,0,-2,-4,4
1,0,-10,0,-6,-5,4
4,0,-2,3,-1,-4,4
2,2,-4,-3,-6,-4,4
-57,-4,40,11,-156,-42,4
-18,8,11,-3,-26,-8,4
-10,16,8,-24,-13,-4,4
-1,-3,3,9,-2,-4,4
6,-9,5,20,7,-4,4
-2,1,8,-2,1,-4,4
-2,1,4,1,2,-4,4
-1,0,3,2,4,-3,4
0,2,8,-2,4,-4,4
-3,-1,-9,2,-2,-3,4
-2,2,6,-3,3,-4,4
0,-1,-1,1,3,-2,4
-2,0,-4,-2,5,-4,4
-1,0,1,-4,4,-3,4
-1,0,-9,-3,6,-4,4
25,-28,48,-129,86,22,4
32,5,27,28,106,-5,4
48,1,27,-8,60,-2,4
42,-32,22,59,61,-3,4
25,-17,27,33,33,-3,4
16,7,24,-5,24,-2,4
-1,1,9,3,-3,-4,4
0,2,11,1,-1,-3,4
-2,3,10,0,-4,-3,4
-4,2,7,1,-7,-4,4
-1,1,11,4,-2,-4,4
-1,0,4,2,-3,-3,4
-2,2,4,0,-4,-3,4
-1,1,-14,2,-5,-3,4
-1,1,-3,1,-4,-4,4
22,1,12,4,27,-3,4
19,-2,15,9,27,-3,4
8,-5,10,14,12,-3,4
-5,3,13,2,-7,-3,4
-8,7,15,-1,-10,-3,4
-13,7,-1,-5,-21,-3,4
-11,1,-3,4,-20,-3,4
-2,1,6,3,-2,-3,4
-3,1,2,3,-2,-3,4
-4,3,3,-3,-8,-3,4
-3,3,12,0,-6,-3,4
-2,2,5,1,-2,-4,4
-2,2,6,0,-5,-3,4
0,-1,15,3,-2,-3,4
0,1,4,1,-1,-3,4
114,5,123,172,90,32,4
100,6,40,-29,141,5,4
-2,1,13,3,-1,-4,4
-1,-1,-1,3,0,-3,4
0,-2,9,5,2,-3,4
-1,0,6,4,0,-4,4
-2,0,10,2,-1,-3,4
0,-2,6,6,2,-4,4
-1,1,4,3,-1,-3,4
0,1,-4,-6,6,-3,4
0,1,2,-3,6,-4,4
0,-1,-4,-3,2,-3,4
0,0,-4,-1,6,-4,4
